elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
1.7034532640235396,-2.022941511387515,-0.9193570475960664,0.31949395202913333,-0.9194968680694071,2.5579153052568415e-05
1.703453264033648,-2.0229415100254347,-0.9193570574413039,0.3194939520444491,-0.919496867813888,2.5579134447895058e-05
1.7034532613945856,-2.0229419900319705,-0.9193528158297726,0.3194940029791722,-0.9194969821294547,2.5567467837994684e-05
1.7034532614859712,-2.0229419771103228,-0.9193528530905501,0.3194940033918119,-0.919496981210929,2.556730754932346e-05
1.7034532615054099,-2.0229419748034756,-0.9193528618199984,0.3194940036102283,-0.9194969809899716,2.5567233927326072e-05
1.7034532614891358,-2.0229419774669077,-0.9193528447214607,0.3194940037551337,-0.9194969814570877,2.5567182678543077e-05
1.7034532639808289,-2.022941516960783,-0.9193570233900461,0.31949395176653184,-0.9194968687081921,2.557921181089995e-05
1.7034532640292674,-2.022941510638633,-0.9193570515600964,0.319493952058572,-0.9194968679658748,2.55791430561203e-05
1.7034532640326328,-2.0229415101288044,-0.9193570582881696,0.3194939520169733,-0.9194968677923603,2.5579136871733965e-05
1.7034532614142233,-2.0229419867909417,-0.9193528121826198,0.31949400305743936,-0.9194969822975221,2.556738203551845e-05
1.7034532614968496,-2.0229419756989113,-0.9193528593662865,0.31949400346159607,-0.9194969810463194,2.5567285845795595e-05
1.7034532615032045,-2.02294197520928,-0.9193528590023483,0.31949400364917757,-0.919496981068062,2.5567219745781244e-05
1.7034532639705935,-2.0229415211018233,-0.9193570555766595,0.3194939518197639,-0.9194968672328043,2.5580141744363516e-05
1.7034532640005224,-2.022941514386684,-0.9193570340735384,0.3194939518896911,-0.9194968684253091,2.5579187179936014e-05
1.7034532640324311,-2.022941510219524,-0.9193570543049967,0.31949395206829934,-0.919496867894587,2.5579137012066155e-05
1.7034532640309683,-2.022941510309545,-0.9193570588621087,0.3194939519822526,-0.9194968677778688,2.5579141160747554e-05
1.7034532614448974,-2.022941982606108,-0.9193528284538592,0.31949400319409005,-0.9194969818644907,2.5567358649780658e-05
1.7034532615030145,-2.0229419749401405,-0.9193528624931009,0.3194940035188649,-0.9194969809659286,2.5567266614956452e-05
1.7034532614994946,-2.0229419758250096,-0.919352855032062,0.319494003685727,-0.9194969811767839,2.5567206616727844e-05
1.7034532639267361,-2.0229415241695268,-0.9193570032289147,0.3194939513921664,-0.9194968692355285,2.557926229673768e-05
1.7034532640143318,-2.022941512586203,-0.9193570419571788,0.31949395197488695,-0.9194968682174238,2.557916759471368e-05
1.7034532640337128,-2.02294151003829,-0.9193570561783497,0.31949395206246844,-0.9194968678462434,2.5579134327102793e-05
1.7034532601606838,-2.0229421107984624,-0.9193529672815455,0.3194939762507074,-0.9194969791745811,2.5570496956284217e-05
1.7034532614690665,-2.02294197935562,-0.9193528429282836,0.31949400330452704,-0.9194969814797238,2.556733202485617e-05
